iterations;buffer size;without trace;with trace;overhead ratio;trace time;decode time
35000;64;0.25;59.7768;23810.72%;0.712918;59.2868
36000;64;0.25;61.4458;24478.32%;0.593617;61.0614
37000;64;0.26;62.6982;24014.69%;0.640079;62.2691
38000;64;0.38;65.6789;17183.92%;0.628272;65.2916
39000;64;0.25;65.5846;26133.84%;0.592046;65.2026
40000;64;0.26;66.5822;25508.54%;0.483991;66.2963
41000;64;0.25;67.7666;27006.64%;0.482018;67.484
42000;64;0.26;69.602;26670.00%;0.608028;69.2065
43000;64;0.26;73.4664;28156.31%;1.041491;72.7059
44000;64;0.26;73.7707;28273.35%;0.576073;73.4055
45000;64;0.26;73.8063;28287.04%;0.486028;73.5202
46000;64;0.26;74.4418;28531.46%;0.553856;74.0881
47000;64;0.26;76.9876;29510.62%;0.631816;76.5802
48000;128;0.27;84.7716;31296.89%;0.498685;84.4753
49000;128;0.29;85.6533;29435.62%;0.53184;85.3224
50000;128;0.27;87.7899;32414.78%;0.52699;87.4686
51000;128;0.27;89.7386;33136.52%;0.600858;89.3562
52000;128;0.28;92.079;32785.36%;0.63551;91.7348
53000;128;0.62;91.8462;14713.90%;0.647517;91.4292
54000;128;0.3;98.9831;32894.37%;0.674912;98.5428
55000;128;0.28;94.8671;33781.11%;0.683666;94.4118
56000;128;0.31;97.0261;31198.74%;0.546926;96.6905
57000;128;0.28;98.2212;34979.00%;0.521184;97.92
58000;128;0.28;99.5154;35441.21%;1.044818;98.7113
59000;128;0.29;104.538;35947.59%;0.598298;104.176
60000;128;0.27;107.545;39731.48%;0.644409;107.14
61000;128;0.28;104.816;37334.29%;0.561269;104.494
62000;128;0.32;107.917;33624.06%;0.514854;107.626
63000;128;0.32;107.846;33601.88%;0.655501;107.453
64000;128;0.29;107.797;37071.38%;0.64079;107.426
65000;128;0.28;110.138;39235.00%;1.036416;109.79
66000;128;0.29;111.223;38252.76%;0.702743;110.761
67000;128;0.29;113.258;38954.48%;0.554184;112.975
68000;128;0.29;113.549;39054.83%;0.680499;113.143
69000;128;0.32;114.846;35789.38%;1.022939;114.461
70000;128;0.29;117.707;40488.62%;0.654661;117.299
71000;128;0.28;118.37;42175.00%;0.596046;118.041
72000;128;0.29;119.131;40979.66%;0.60521;118.807
73000;128;0.29;121.801;41900.34%;0.692891;121.357
74000;128;0.29;122.363;42094.14%;0.534087;122.069
75000;128;0.32;125.491;39115.94%;0.667867;125.08
76000;128;0.32;125.085;38989.06%;0.666767;124.675
77000;128;0.33;142.831;43182.12%;1.112144;142.358
78000;128;0.33;128.021;38694.24%;0.667578;127.656
79000;128;0.31;129.511;41677.74%;0.76093;129.056
80000;128;0.3;131.435;43711.67%;0.590936;131.093
81000;128;0.31;135.332;43555.48%;0.549561;135.039
82000;128;0.32;133.115;41498.44%;0.569869;132.792
83000;128;0.3;136.205;45301.67%;0.568393;135.911
84000;128;0.31;137.293;44188.06%;0.529977;137.012
85000;128;0.35;139.007;39616.29%;0.688699;138.591
86000;128;0.33;138.568;41890.30%;0.598464;138.235
87000;128;0.32;142.975;44579.69%;0.561771;142.674
88000;128;0.32;145.15;45259.38%;0.721512;144.758
89000;128;0.31;144.456;46498.71%;0.582264;144.137
90000;128;0.32;147.052;45853.75%;0.560148;146.759
91000;128;0.35;153.551;43771.71%;0.615721;153.231
92000;128;0.33;152.458;46099.39%;0.595647;152.133
93000;128;0.33;152.152;46006.67%;0.691857;151.743
94000;128;0.33;153.588;46441.82%;0.558543;153.301
95000;128;0.33;154.218;46632.73%;0.556001;153.932
96000;256;0.33;168.181;50863.94%;0.713605;167.75
97000;256;0.32;169.46;52856.25%;0.582027;169.144
98000;256;0.36;171.202;47456.11%;0.686882;170.796
99000;256;0.33;173.684;52531.52%;0.67388;173.294
100000;256;0.36;172.806;47901.67%;0.607697;172.476
101000;256;0.38;177.623;46642.89%;0.770102;177.143
102000;256;0.37;176.968;47729.19%;0.759756;176.512
103000;256;0.38;177.495;46609.21%;0.672063;177.153
104000;256;0.34;181.479;53276.18%;0.745604;181.076
105000;256;0.38;180.547;47412.37%;0.781779;180.071
106000;256;0.41;183.248;44594.63%;0.744942;182.808
107000;256;0.34;185.423;54436.18%;0.611704;185.088
108000;256;0.35;185.434;52881.14%;0.924336;184.793
109000;256;0.36;187.949;52108.06%;0.607967;187.632
110000;256;0.35;189.201;53957.43%;0.727576;188.786
111000;256;0.34;191.119;56111.47%;0.730001;190.688
112000;256;0.34;196.411;57667.94%;0.609495;196.091
113000;256;0.35;195.105;55644.29%;0.741195;194.745
114000;256;0.39;200.817;51391.54%;0.687031;200.44
115000;256;0.39;195.707;50081.28%;0.70586;195.305
116000;256;0.35;196.775;56121.43%;1.141873;196.336
117000;256;0.35;197.706;56387.43%;0.732583;197.279
118000;256;0.35;200.071;57063.14%;0.714193;199.673
119000;256;0.37;201.039;54234.86%;1.4418;199.903
120000;256;0.36;210.489;58369.17%;0.747074;210.058
121000;256;0.35;203.901;58157.43%;0.704921;203.509
122000;256;0.35;206.208;58816.57%;0.793705;205.847
123000;256;0.38;210.351;55255.53%;0.619631;210.042
124000;256;0.37;210.281;56732.70%;0.728149;209.873
125000;256;0.42;210.272;49964.76%;0.763882;209.882
126000;256;0.36;217.212;60236.67%;0.730343;216.806
127000;256;0.36;224.695;62315.28%;0.66935;224.337
128000;256;0.4;214.643;53560.75%;0.718346;214.247
129000;256;0.37;217.4;58656.76%;0.674152;217.044
130000;256;0.37;220.278;59434.59%;0.741179;219.87
131000;256;0.37;219.044;59101.08%;0.68432;218.659
132000;256;0.37;220.855;59590.54%;0.714412;220.459
133000;256;0.37;220.367;59458.65%;1.116016;219.604
134000;256;0.38;227.477;59762.37%;0.666439;227.122
135000;256;0.88;250.073;28317.39%;1.56313;249.299
136000;256;0.37;227.34;61343.24%;0.849799;226.828
137000;256;0.38;227.321;59721.32%;0.624535;227.017
138000;256;0.41;230.424;56100.98%;0.674404;230.079
139000;256;0.38;232.225;61011.84%;0.777605;231.787
140000;256;0.42;232.322;55214.76%;0.665862;231.979
141000;256;0.44;233.861;53050.23%;0.703967;233.487
142000;256;0.39;234.816;60109.23%;0.642313;234.5
143000;256;0.39;234.633;60062.31%;0.682877;234.276
144000;256;0.39;237.561;60813.08%;0.774402;237.135
145000;256;0.45;238.595;52921.11%;0.7379;238.209
146000;256;0.45;240.062;53247.11%;0.627369;239.764
147000;256;0.42;240.81;57235.71%;0.808558;240.361
148000;256;0.4;249.108;62177.00%;0.784879;248.674
149000;256;0.4;244.701;61075.25%;1.123121;244.308
150000;256;0.4;255.279;63719.75%;1.09744;254.923
151000;256;0.39;248.236;63550.26%;0.714818;247.878
152000;256;0.44;248.677;56417.50%;0.823544;248.216
153000;256;0.4;250.598;62549.50%;0.788117;250.166
154000;256;0.4;260.213;64953.25%;0.647469;259.905
155000;256;0.4;254.695;63573.75%;0.664542;254.372
156000;256;0.4;254.213;63453.25%;0.645918;253.912
157000;256;0.4;255.658;63814.50%;0.682866;255.341
158000;256;0.42;260.156;61841.90%;1.111401;259.419
159000;256;0.45;260.804;57856.44%;0.694947;260.464
160000;256;0.41;264.19;64336.59%;0.685727;263.867
161000;256;0.41;264.439;64397.32%;1.252847;263.89
162000;256;0.42;266.004;63234.29%;0.786783;265.591
163000;256;0.41;267.122;65051.71%;0.721514;266.765
164000;256;0.41;268.896;65484.39%;1.178096;268.501
165000;256;0.42;269.863;64153.10%;0.784832;269.482
166000;256;0.41;269.67;65673.17%;0.747852;269.294
167000;256;0.41;271.572;66137.07%;0.775225;271.159
168000;256;0.46;274.339;59538.91%;0.665592;274.038
169000;256;0.42;274.814;65331.90%;0.789994;274.438
170000;256;0.42;276.526;65739.52%;0.808902;276.153
171000;256;0.49;277.874;56608.98%;0.805509;277.446
172000;256;0.8;278.293;34686.63%;0.708487;277.952
173000;256;0.42;283.851;67483.57%;0.776784;283.458
174000;256;0.42;290.773;69131.67%;0.829816;290.434
175000;256;0.42;283.529;67406.90%;0.76894;283.151
176000;256;0.41;289.986;70628.29%;0.711932;289.652
177000;256;0.43;314.416;73020.00%;1.175695;313.635
178000;256;0.42;287.632;68383.81%;1.217884;286.818
179000;256;0.48;312.637;65032.71%;0.874185;312.182
180000;256;0.43;301.133;69930.93%;0.667469;300.836
181000;256;0.43;303.354;70447.44%;0.685293;303.045
182000;256;0.48;291.972;60727.50%;0.878607;291.492
183000;256;0.47;294.222;62500.43%;0.722236;293.882
184000;256;0.44;300.075;68098.86%;0.847603;299.638
185000;256;0.51;297.135;58161.76%;0.833041;296.69
186000;256;0.44;302.053;68548.41%;0.703186;301.743
187000;256;0.45;300.712;66724.89%;0.816161;300.302
188000;256;0.43;309.063;71775.12%;0.70251;308.755
189000;256;0.51;303.797;59468.04%;0.834177;303.382
190000;512;0.54;331.427;61275.37%;0.867259;330.95
191000;512;0.44;334.375;75894.32%;0.847341;333.937
192000;512;0.54;335.949;62112.78%;0.915195;335.458
193000;512;0.51;335.294;65643.92%;0.764261;334.928
194000;512;0.5;336.858;67271.60%;0.749227;336.506
195000;512;0.45;340.708;75612.89%;0.925909;340.251
196000;512;0.46;351.463;76305.00%;0.783839;351.092
197000;512;0.47;341.248;72505.96%;0.770818;340.888
198000;512;0.45;343.424;76216.44%;0.874063;343.033
199000;512;0.46;343.881;74656.74%;0.758093;343.528
200000;512;0.49;344.788;70264.90%;0.854512;344.351
201000;512;0.53;345.93;65169.81%;1.314154;345.03
202000;512;0.45;349.979;77673.11%;0.873576;349.531
203000;512;0.45;352.429;78217.56%;0.800902;352.083
204000;512;0.47;358.466;76169.36%;0.896426;357.992
205000;512;0.47;356.195;75686.17%;0.900946;355.715
206000;512;0.46;354.186;76896.96%;0.862919;353.749
207000;512;0.45;353.235;78396.67%;0.890195;352.787
208000;512;0.54;360.853;66724.63%;0.897168;360.378
209000;512;0.51;360.607;70607.25%;0.771268;360.255
210000;512;0.45;360.282;79962.67%;0.780687;359.928
211000;512;0.47;359.979;76491.28%;0.806616;359.615
212000;512;0.47;365.12;77585.11%;0.798524;364.739
213000;512;0.47;365.173;77596.38%;0.870421;364.744
214000;512;0.58;365.961;62996.72%;0.765511;365.616
215000;512;0.55;369.294;67044.36%;0.82074;368.904
216000;512;0.49;368.18;75038.78%;0.891313;367.74
217000;512;0.46;372.711;80924.13%;0.816727;372.324
218000;512;0.49;373.92;76210.20%;0.812265;373.537
219000;512;0.48;371.594;77315.42%;0.914207;371.122
220000;512;0.48;371.608;77318.33%;0.879706;371.181
221000;512;0.48;374.972;78019.17%;0.885782;374.534
222000;512;0.51;377.217;73864.12%;0.908756;376.762
223000;512;0.55;378.901;68791.09%;0.829524;378.518
224000;512;0.48;383.124;79717.50%;0.931502;382.66
225000;512;0.57;384.719;67394.56%;1.170855;384.324
226000;512;0.5;389.387;77777.40%;1.004256;388.835
227000;512;0.48;389.116;80965.83%;0.805832;388.748
228000;512;0.49;389.778;79446.53%;0.826503;389.392
229000;512;0.5;386.805;77261.00%;0.807017;386.453
230000;512;0.52;386.402;74208.08%;0.999744;385.941
231000;512;0.49;388.578;79201.63%;0.876142;388.165
232000;512;0.5;395.858;79071.60%;0.923539;395.387
233000;512;0.5;401.703;80240.60%;0.829417;401.333
234000;512;0.51;394.625;77277.45%;0.904081;394.191
235000;512;0.5;397.171;79334.20%;0.802711;396.817
236000;512;0.51;403.288;78976.08%;0.919008;402.84
237000;512;0.5;400.591;80018.20%;0.969081;400.126
238000;512;0.53;399.611;75298.30%;0.843074;399.252
239000;512;0.49;404.031;82355.31%;0.899422;403.592
240000;512;0.51;407.823;79865.29%;0.980814;407.346
241000;512;0.5;412.111;82322.20%;0.959455;411.669
242000;512;0.51;410.147;80320.98%;0.956697;409.669
243000;512;0.51;413.863;81049.61%;0.850336;413.476
244000;512;0.5;409.389;81777.80%;0.876308;409.009
245000;512;0.58;413.209;71142.93%;0.993198;412.68
246000;512;0.54;418.799;77455.37%;0.915317;418.362
247000;512;0.55;419.139;76107.09%;0.966296;418.662
248000;512;0.57;416.496;72969.47%;0.882536;416.096
249000;512;0.54;423.268;78282.96%;0.822606;422.913
250000;512;0.53;420.476;79235.09%;0.912115;420.042
251000;512;0.54;422.69;78175.93%;0.919784;422.242
252000;512;0.53;420.715;79280.19%;0.823876;420.362
253000;512;0.9;418.367;46385.22%;0.868911;417.977
254000;512;0.52;421.971;81048.27%;0.841091;421.635
255000;512;0.54;423.459;78318.33%;0.904828;423.047
256000;512;0.58;433.179;74586.03%;0.848105;432.822
257000;512;0.57;437.791;76705.44%;1.037121;437.29
258000;512;0.52;433.21;83209.62%;0.87575;432.816
259000;512;0.69;430.612;62307.54%;1.142821;430.132
260000;512;0.53;430.676;81159.62%;0.826429;430.33
261000;512;0.54;451.716;83551.11%;0.934661;451.279
262000;512;0.96;435.418;45256.04%;0.862674;435.052
263000;512;0.55;437.398;79426.91%;0.892255;437.012
264000;512;0.56;436.598;77863.93%;0.870774;436.243
265000;512;0.55;436.467;79257.64%;0.845428;436.109
266000;512;0.55;441.822;80231.27%;0.970782;441.347
267000;512;0.64;442.229;68998.28%;1.03489;441.796
268000;512;0.55;440.727;80032.18%;0.96672;440.254
269000;512;0.61;446.966;73173.11%;1.086338;446.446
270000;512;0.53;447.626;84357.74%;0.905331;447.265
271000;512;0.56;447.485;79808.04%;0.891359;447.094
272000;512;0.66;450.539;68163.48%;0.940288;450.101
273000;512;0.57;451.859;79173.51%;0.943896;451.43
274000;512;0.55;454.992;82625.82%;0.966251;454.545
275000;512;0.72;470.825;65292.36%;1.321396;470.266
276000;512;0.55;456.243;82853.27%;1.016594;455.749
277000;512;0.54;458.926;84886.30%;0.979527;458.454
278000;512;0.55;458.315;83230.00%;0.989742;457.845
279000;512;0.57;464.859;81454.21%;0.989429;464.41
280000;512;0.55;465.874;84604.36%;0.892623;465.528
281000;512;0.57;465.208;81515.44%;0.877845;464.852
282000;512;0.57;468.264;82051.58%;0.970665;467.832
283000;512;0.65;467.649;71846.00%;0.989794;467.178
284000;512;0.67;468.844;69876.72%;1.011487;468.363
285000;512;0.55;476.407;86519.45%;1.298994;476.012
286000;512;0.58;474.419;81696.38%;1.004078;473.944
287000;512;0.6;472.414;78635.67%;1.055098;471.916
288000;512;0.56;474.929;84708.75%;0.995965;474.471
289000;512;0.58;500.396;86175.17%;0.929816;500.043
290000;512;0.96;479.179;49814.48%;0.881284;478.826
291000;512;0.97;480.814;49468.45%;0.968573;480.421
292000;512;0.56;479.432;85512.86%;0.903941;479.057
293000;512;0.58;485.379;83586.03%;0.98928;484.934
294000;512;0.59;482.568;81691.19%;0.959191;482.152
295000;512;0.65;481.895;74037.69%;1.052512;481.395
296000;512;0.6;487.542;81157.00%;1.036469;487.047
297000;512;0.58;488.671;84153.62%;0.895823;488.312
298000;512;0.58;509.866;87807.93%;1.010785;509.392
299000;512;0.64;492.478;76849.69%;1.041538;491.984
300000;512;0.6;488.222;81270.33%;0.916412;487.86
301000;512;0.6;497.82;82870.00%;1.001609;497.458
302000;512;0.59;500.151;84671.36%;1.36159;499.713
303000;512;0.59;496.779;84099.83%;0.887921;496.428
304000;512;0.58;492.293;84778.10%;0.933941;491.902
305000;512;0.98;502.927;51219.08%;0.919122;502.576
306000;512;0.6;498.606;83001.00%;1.071854;498.141
307000;512;0.64;499.643;77969.22%;0.932316;499.295
308000;512;0.62;499.785;80510.48%;0.909873;499.435
309000;512;0.59;504.1;85340.68%;0.91976;503.724
310000;512;0.63;512.88;81309.52%;1.067544;512.392
311000;512;0.6;506.208;84268.00%;1.048993;505.82
312000;512;0.61;512.154;83859.67%;1.011103;511.736
313000;512;0.6;508.548;84658.00%;0.902956;508.199
314000;512;0.6;519.347;86457.83%;0.910201;518.99
315000;512;0.62;510.492;82237.42%;0.966407;510.084
316000;512;0.6;512.327;85287.83%;0.928413;511.976
317000;512;0.62;513.979;82799.84%;1.080976;513.594
318000;512;0.61;516;84490.16%;1.059495;515.525
319000;512;0.61;520.801;85277.21%;1.163324;520.268
320000;512;0.63;520.354;82495.87%;0.902203;520.004
321000;512;0.61;520.949;85301.48%;1.433778;520.476
322000;512;0.61;520.934;85299.02%;1.101394;520.48
323000;512;0.61;522.109;85491.64%;1.326007;521.405
324000;512;0.62;520.218;83806.13%;1.022761;519.765
325000;512;0.75;523.914;69755.20%;1.046819;523.448
326000;512;0.61;526.844;86267.87%;0.948281;526.476
327000;512;0.63;527.671;83657.30%;1.112249;527.183
328000;512;0.65;528.309;81178.31%;0.934355;527.953
329000;512;0.62;531.689;85656.29%;1.0482;531.234
330000;512;0.6;529.929;88221.50%;0.955438;529.549
331000;512;0.62;534.712;86143.87%;0.958508;534.348
332000;512;0.64;542.545;84672.66%;0.957366;542.181
333000;512;0.74;550.002;74224.59%;1.087434;549.557
334000;512;0.67;561.678;83732.54%;1.503443;561.202
335000;512;0.78;563.418;72133.08%;1.078137;562.959
336000;512;0.64;556.295;86821.09%;1.039844;555.849
337000;512;0.83;553.953;66641.33%;1.163131;553.458
338000;512;0.64;549.534;85764.69%;1.094212;549.057
339000;512;0.77;552.299;71627.14%;1.149182;551.837
340000;512;0.7;554.154;79064.86%;1.091713;553.669
341000;512;0.69;552.426;79961.74%;1.057401;551.97
342000;512;0.72;563.28;78133.33%;1.105952;562.794
343000;512;0.66;559.732;84707.88%;1.523189;559.224
344000;512;0.72;561.765;77922.92%;1.172366;561.299
345000;512;0.75;560.569;74642.53%;1.159029;560.085
346000;512;0.66;562.087;85064.70%;1.110681;561.605
347000;512;0.66;563.666;85303.94%;1.233669;563.184
348000;512;0.67;559.503;83407.91%;1.519235;558.762
349000;512;0.76;564.005;74111.18%;1.517677;563.523
350000;512;0.81;571.559;70462.84%;1.127915;571.102
351000;512;0.65;570.563;87678.92%;1.105908;570.145
352000;512;0.65;570.593;87683.54%;0.993689;570.225
353000;512;0.7;573.325;81803.57%;1.546513;572.528
354000;512;0.68;579.848;85171.76%;1.006938;579.489
355000;512;0.66;577.397;87384.39%;1.018824;577.057
356000;512;0.77;577.86;74946.75%;0.986197;577.501
357000;512;0.75;575.509;76634.53%;1.111253;575.03
358000;512;0.77;584.337;75787.92%;1.145091;583.838
359000;512;0.68;585.641;86023.68%;1.045248;585.227
360000;512;0.66;582.582;88170.00%;0.952194;582.242
361000;512;0.69;588.489;85188.26%;1.488903;588.012
362000;512;0.68;595.121;87417.79%;1.120694;594.635
363000;512;0.66;588.067;89001.06%;1.1408;587.653
364000;512;0.67;584.938;87204.18%;1.014152;584.55
365000;512;0.66;596.204;90233.94%;1.068697;595.816
366000;512;0.67;589.674;87911.04%;1.045031;589.271
367000;512;0.69;591.103;85567.10%;1.051496;590.709
368000;512;0.7;609.274;86939.14%;1.014069;608.893
369000;512;1.24;594.987;47882.82%;1.202937;594.45
370000;512;0.68;596.342;87597.35%;1.005479;595.977
371000;512;0.68;603.598;88664.41%;1.920215;602.33
372000;512;0.66;603.192;91292.73%;1.275137;602.66
373000;512;0.72;606.28;84105.56%;1.070097;605.865
374000;512;0.68;614.663;90291.62%;1.255422;614.195
375000;512;0.69;609.404;88219.42%;1.077936;608.978
376000;512;0.68;605.278;88911.47%;1.218118;604.734
377000;512;0.67;606.396;90406.87%;1.040984;606.006
378000;512;0.7;612.402;87386.00%;1.116742;611.937
379000;512;0.81;624.048;76942.96%;1.576573;623.601
380000;1024;0.71;674.254;94865.35%;1.761903;673.652
381000;1024;0.71;669.284;94165.35%;1.272296;668.687
382000;1024;0.77;667.643;86606.88%;1.242548;667.066
383000;1024;0.83;673.118;80998.55%;1.138147;672.658
384000;1024;0.7;670.192;95641.71%;1.118231;669.746
385000;1024;0.74;674.244;91014.05%;1.38334;673.643
386000;1024;0.7;677.859;96737.00%;1.266651;677.396
387000;1024;0.7;679.735;97005.00%;1.191896;679.277
388000;1024;0.7;684.091;97627.29%;1.255113;683.529
389000;1024;0.69;680.293;98493.19%;1.293745;679.746
390000;1024;0.85;682.649;80211.65%;1.230137;682.183
391000;1024;0.79;679.31;85888.61%;1.257686;678.748
392000;1024;0.79;689.773;87213.04%;1.892309;688.659
393000;1024;0.79;697.198;88152.91%;1.251657;696.703
394000;1024;0.75;692.606;92247.47%;1.35131;692.07
395000;1024;1.2;689.866;57388.83%;1.128901;689.42
396000;1024;0.81;690.651;85165.56%;1.742088;689.62
397000;1024;0.72;692.602;96094.72%;1.222594;692.078
398000;1024;0.71;696.276;97967.04%;1.415635;695.673
399000;1024;0.84;699.171;83134.64%;1.341444;698.58
400000;1024;0.76;700.452;92064.74%;1.142779;699.997
401000;1024;0.85;698.947;82129.06%;1.192381;698.49
402000;1024;0.81;703.08;86700.00%;1.306673;702.477
403000;1024;0.78;705.617;90363.72%;1.166272;705.165
404000;1024;0.72;700.179;97147.08%;1.301819;699.584
405000;1024;0.72;709.557;98449.58%;1.22604;709.065
406000;1024;0.72;702.442;97461.39%;1.448312;701.819
407000;1024;0.8;713.347;89068.38%;1.185982;712.879
408000;1024;0.75;713.749;95066.53%;1.318085;713.165
409000;1024;0.74;711.634;96066.76%;1.228749;711.114
410000;1024;0.74;715.257;96556.35%;1.270085;714.709
411000;1024;0.83;717.029;86289.04%;1.161658;716.58
412000;1024;0.84;720.641;85690.60%;1.366749;719.993
413000;1024;0.79;719.469;90972.03%;1.699439;718.855
414000;1024;0.76;724.962;95289.74%;1.145383;724.519
415000;1024;0.73;719.429;98451.92%;1.295026;718.849
416000;1024;0.77;722.591;93742.99%;1.298485;722.051
417000;1024;0.76;720.859;94749.87%;1.234283;720.422
418000;1024;0.81;727.4;89702.47%;1.286251;726.903
419000;1024;0.79;731.807;92533.80%;1.28548;731.332
420000;1024;0.75;726.271;96736.13%;1.290623;725.704
421000;1024;0.83;728.031;87614.58%;1.33057;727.432
422000;1024;0.76;736.332;96785.79%;1.183137;735.869
423000;1024;0.74;732.254;98853.24%;1.441373;731.638
424000;1024;0.87;733.62;84224.14%;1.184681;733.162
425000;1024;0.81;744.745;91843.83%;1.312284;744.207
426000;1024;0.79;739.677;93530.00%;1.308015;739.101
427000;1024;0.83;734.507;88394.82%;1.20747;734.02
428000;1024;0.81;750.932;92607.65%;1.428057;750.348
429000;1024;0.76;740.614;97349.21%;1.302831;740.047
430000;1024;0.9;745.336;82715.11%;1.341721;744.809
431000;1024;0.8;741.848;92631.00%;1.347466;741.246
432000;1024;0.81;758.953;93597.90%;1.58487;758.121
433000;1024;1.14;739.004;64724.91%;1.290917;738.466
434000;1024;0.91;747.165;82006.04%;1.703136;746.625
435000;1024;0.82;746.269;90908.41%;1.30669;745.76
436000;1024;0.87;750.817;86200.80%;1.329135;750.233
437000;1024;0.82;751.726;91573.90%;1.548444;751.05
438000;1024;0.77;751.689;97521.95%;1.486191;751.044
439000;1024;0.84;750.282;89219.29%;1.287593;749.789
440000;1024;0.91;751.477;82479.89%;1.317983;750.96
441000;1024;0.79;756.607;95673.04%;1.664751;756.073
442000;1024;0.83;757.702;91189.40%;1.375644;757.129
443000;1024;0.76;765.785;100661.18%;1.42765;765.2
444000;1024;0.81;765.493;94405.31%;1.264042;764.994
445000;1024;1.19;762.539;63978.91%;1.238942;762.041
446000;1024;0.8;768.936;96017.00%;1.238038;768.479
447000;1024;0.78;770.157;98638.08%;1.342673;769.587
448000;1024;0.83;779.17;93775.90%;1.478282;778.58
449000;1024;0.88;769.191;87308.07%;1.662742;768.661
450000;1024;0.87;787.3;90394.25%;1.387826;786.683
451000;1024;0.77;773.965;100414.94%;1.248067;773.477
452000;1024;0.78;778.871;99755.26%;1.374975;778.273
453000;1024;0.85;774.809;91054.00%;1.798162;774.301
454000;1024;0.78;774.992;99257.95%;1.249376;774.513
455000;1024;0.79;781.867;98870.51%;1.380894;781.3
456000;1024;0.83;778.82;93733.73%;1.228281;778.358
457000;1024;0.79;784.349;99184.68%;1.223492;783.893
458000;1024;0.78;788.321;100966.79%;1.370838;787.728
459000;1024;0.86;807.369;93780.12%;1.300675;806.912
460000;1024;0.93;816.553;87701.40%;1.816998;815.621
461000;1024;0.85;791.261;92989.53%;1.467265;790.753
462000;1024;0.84;788.807;93805.60%;1.350043;788.277
463000;1024;0.82;795.364;96895.61%;1.423533;794.805
464000;1024;0.79;797.329;100827.72%;1.505689;796.689
465000;1024;0.78;791.195;101335.26%;1.31858;790.663
466000;1024;0.83;796.46;95859.04%;1.495652;795.885
467000;1024;0.82;795.681;96934.27%;1.727366;794.747
468000;1024;1.28;796.83;62152.34%;1.383584;796.389
469000;1024;0.84;805.526;95795.95%;1.442858;805.003
470000;1024;0.84;800.883;95243.21%;1.368266;800.302
471000;1024;0.81;804.006;99160.00%;1.464373;803.455
472000;1024;0.95;809.62;85123.16%;1.70207;809.074
473000;1024;0.83;816.331;98253.13%;1.391304;815.746
474000;1024;0.81;811.694;100109.14%;1.41771;811.101
475000;1024;0.83;816;98213.25%;1.738457;815.073
476000;1024;0.87;815.726;93661.61%;1.226188;815.28
477000;1024;0.98;821.403;83716.63%;1.580878;820.637
478000;1024;0.88;820.676;93158.64%;1.391621;820.114
479000;1024;0.86;813.477;94490.35%;1.366847;812.93
480000;1024;0.84;818.531;97344.17%;1.390419;817.943
481000;1024;0.84;822.321;97795.36%;1.810664;821.757
482000;1024;0.85;820.296;96405.41%;1.577076;819.644
483000;1024;0.82;830.692;101203.90%;1.50327;830.018
484000;1024;0.85;828.079;97321.06%;1.355188;827.563
485000;1024;0.88;851.942;96711.59%;1.417323;851.343
486000;1024;0.84;842.105;100150.60%;1.308313;841.616
487000;1024;0.89;843.272;94649.66%;1.273408;842.812
488000;1024;0.89;833.732;93577.75%;1.468547;833.138
489000;1024;0.81;832.115;102630.25%;1.516525;831.488
490000;1024;0.86;833.046;96765.81%;1.543619;832.468
