iterations;buffer size;without trace;with trace;overhead ratio;trace time;decode time
54000;128;75.89;154.39;103.44%;77.139215;154
55000;128;75.79;147.168;94.18%;77.772423;146.813
56000;128;77.8;130.979;68.35%;79.052327;130.587
57000;128;83.57;141.7;69.56%;82.258397;141.326
58000;128;82.82;100.324;21.13%;83.645317;99.9405
59000;128;84.44;134.361;59.12%;85.367644;134.055
60000;128;84.53;166.698;97.21%;84.838902;166.343
61000;128;88.73;155.681;75.45%;93.075108;155.281
62000;128;90.8;146.055;60.85%;91.448073;145.622
63000;128;89.12;121.515;36.35%;89.063133;121.17
64000;128;89.4;118.238;32.26%;93.256771;117.908
65000;128;92.48;120.947;30.78%;93.758918;120.609
66000;128;94.28;156.222;65.70%;96.12582;155.845
67000;128;94.05;168.437;79.09%;95.00034;168.103
68000;128;95.73;165.265;72.64%;96.636247;164.879
69000;128;96.55;185.722;92.36%;97.881057;185.394
70000;128;97.37;190.59;95.74%;99.510627;190.251
71000;128;98.9;181.372;83.39%;100.018801;181.023
72000;128;101.18;114.983;13.64%;100.925215;114.644
73000;128;102.42;170.189;66.17%;102.261713;169.832
74000;128;103.16;203.55;97.31%;103.330634;203.242
75000;128;104.61;188.833;80.51%;105.324697;188.53
76000;128;105.86;190.958;80.39%;106.925427;190.631
77000;128;107.37;211.927;97.38%;107.189411;211.544
78000;128;108.59;192.852;77.60%;109.234398;192.472
79000;128;110.29;170.276;54.39%;109.688304;169.856
80000;128;111.85;151.461;35.41%;113.59682;151.116
81000;128;113.86;203.336;78.58%;114.395163;203.015
82000;128;114.5;218.639;90.95%;115.514495;218.26
83000;128;115.85;149.751;29.26%;118.207496;149.37
84000;128;129.3;178.949;38.40%;118.915836;178.626
85000;128;118.03;200.555;69.92%;120.03455;200.227
86000;128;119.81;235.733;96.76%;121.219008;235.343
87000;128;120.75;204.4;69.28%;122.840941;204.071
88000;128;122.31;161.15;31.76%;123.555232;160.816
89000;128;125.04;151.365;21.05%;125.434454;150.958
90000;128;125.62;174.371;38.81%;126.545058;173.621
91000;128;128.37;234.27;82.50%;128.538966;233.939
92000;128;127.7;234.895;83.94%;129.246271;234.503
93000;128;131.19;250.847;91.21%;131.868331;250.538
94000;128;131.89;184.919;40.21%;133.074635;184.599
95000;128;132.46;245.91;85.65%;133.437623;245.623
96000;256;134.44;213.339;58.69%;134.61282;212.954
97000;256;135.1;176.863;30.91%;134.747403;176.517
98000;256;136.65;291.428;113.27%;136.331983;291.039
99000;256;138.86;205.083;47.69%;138.868285;204.692
100000;256;140.73;270.136;91.95%;140.850639;269.776
101000;512;153.08;284.386;85.78%;147.509446;284.021
102000;512;152.89;293.142;91.73%;150.423544;292.638
103000;512;149.7;272.827;82.25%;148.015757;272.342
104000;512;148.67;279.291;87.86%;148.404315;278.879
105000;512;149.36;281.339;88.36%;149.412537;280.869
106000;512;148.06;285.302;92.69%;151.141015;284.942
107000;512;149.91;284.423;89.73%;150.121387;284.03
108000;512;153.04;288.154;88.29%;156.717608;287.75
109000;512;153.72;286.814;86.58%;154.544921;286.327
110000;512;155.06;286.072;84.49%;153.92375;285.712
111000;512;158.94;288.022;81.21%;158.961376;287.506
112000;512;158.07;285.345;80.52%;157.553262;284.895
113000;512;161.87;303.177;87.30%;160.872052;302.685
114000;512;157.49;224.094;42.29%;162.900177;223.731
115000;512;160.71;287.408;78.84%;161.023601;287.03
116000;512;160.54;299.866;86.79%;163.422281;299.465
117000;512;162.37;296.407;82.55%;165.031144;296.024
118000;512;166.93;302.623;81.29%;167.162415;302.228
119000;512;167.23;307.829;84.08%;167.894636;307.36
120000;512;167.66;283.071;68.84%;169.369829;282.682
121000;512;168.12;310.166;84.49%;168.856565;309.728
122000;512;168.37;314.108;86.56%;169.874244;313.745
123000;512;173.56;232.078;33.72%;174.348807;231.717
124000;512;172.45;319.399;85.21%;175.128909;318.881
125000;512;174.65;317.464;81.77%;176.334835;317.082
126000;512;176.98;317.241;79.25%;177.34873;316.878
127000;512;178.09;324.601;82.27%;178.089972;324.197
128000;512;180.44;238.11;31.96%;182.508122;237.725
129000;512;181.72;329.475;81.31%;184.689951;329.12
130000;512;184.15;246.846;34.05%;186.623242;246.468
131000;512;184.14;400.688;117.60%;184.792123;400.298
132000;512;189.88;357.943;88.51%;190.962873;357.541
133000;512;200.44;351.243;75.24%;197.361718;350.778
134000;512;192.33;353.445;83.77%;194.936269;352.917
135000;512;189.23;339.885;79.61%;191.087581;339.451
136000;512;194.45;341.363;75.55%;192.111698;341.003
137000;512;190.99;255.544;33.80%;193.984771;255.189
138000;512;194.8;341.714;75.42%;194.851108;341.322
139000;512;194.71;337.583;73.38%;193.150889;337.227
140000;512;197.91;339.829;71.71%;194.567231;339.472
141000;512;198.36;254.113;28.11%;196.506832;253.714
142000;512;198.05;342.557;72.96%;199.611278;342.158
143000;512;198.89;290.944;46.28%;200.244003;290.589
144000;512;201.19;350.603;74.26%;201.255783;350.167
145000;512;203.45;451.69;122.02%;204.64265;451.194
146000;512;202.39;359.159;77.46%;204.149721;358.764
147000;512;205.34;353.642;72.22%;208.518728;353.271
148000;512;205.72;352.741;71.47%;208.223767;352.33
149000;512;208.02;344.778;65.74%;210.56226;344.384
150000;512;209.95;440.517;109.82%;212.720317;440.131
151000;512;212.62;358.688;68.70%;209.960125;358.293
152000;512;213.34;452.975;112.33%;213.753244;452.524
153000;512;212.54;353.749;66.44%;215.415906;353.334
154000;512;215.09;369.646;71.86%;215.24617;369.26
155000;512;216.54;369.724;70.74%;218.628188;369.294
156000;512;217.43;448.959;106.48%;218.851341;448.514
157000;512;216.87;444.334;104.88%;220.945825;443.875
158000;512;220.81;374.826;69.75%;219.862825;374.395
159000;512;224.04;377.302;68.41%;223.915925;376.917
160000;512;221.36;277.583;25.40%;224.449456;277.215
161000;512;222.68;326.545;46.64%;225.73496;326.077
162000;512;227.22;285.28;25.55%;225.754637;284.936
163000;512;228.41;282.501;23.68%;227.541309;282.114
164000;512;230.64;389.151;68.73%;228.977708;388.789
165000;512;231.08;340.633;47.41%;230.514843;340.211
166000;512;231.82;487.561;110.32%;233.355157;487.193
167000;512;234.05;392.463;67.68%;234.220123;392.049
168000;512;236.53;525.479;122.16%;241.083547;525.117
169000;512;244.67;504.725;106.29%;244.551965;504.183
170000;512;236.69;510.713;115.77%;242.467024;510.242
171000;512;240.87;402.709;67.19%;241.619871;401.955
172000;512;239.63;477.841;99.41%;241.967662;477.453
173000;512;245.47;434.408;76.97%;250.392136;434.045
174000;512;247.78;475.926;92.08%;251.211939;475.51
175000;512;243.5;403.657;65.77%;250.937577;403.292
176000;512;247.93;350.076;41.20%;252.831542;349.697
177000;512;251.45;447.736;78.06%;288.8648;409.449
178000;512;250.57;315.778;26.02%;253.76749;315.368
179000;512;251.05;360.719;43.68%;251.116457;360.244
180000;512;251.64;522.392;107.59%;256.693314;521.918
181000;512;257.51;525.999;104.26%;253.10819;525.632
182000;512;256.79;499.805;94.64%;254.166542;499.414
183000;512;268.28;532.891;98.63%;258.25559;532.511
184000;512;258.46;319.092;23.46%;261.317102;318.731
185000;512;256.33;369.29;44.07%;259.818912;368.927
186000;512;264.41;552.723;109.04%;266.191296;552.365
187000;512;259.46;517.923;99.62%;264.342547;517.572
188000;512;264.39;388.336;46.88%;263.038444;387.956
189000;512;264.65;333.046;25.84%;274.530226;332.59
190000;512;271.71;364.19;34.04%;275.662677;363.767
191000;512;269.82;561.809;108.22%;280.640661;561.384
192000;512;268.44;370.432;37.99%;266.148522;369.994
193000;512;266.58;333.118;24.96%;277.899908;332.716
194000;512;277.31;570.209;105.62%;282.652055;569.74
195000;512;272.32;556.656;104.41%;269.230012;556.304
196000;512;275.18;551.284;100.34%;276.12806;550.923
197000;512;273.96;564.299;105.98%;273.057176;563.773
198000;512;278.39;389.427;39.89%;279.462663;389.068
199000;512;283.83;601.39;111.88%;286.321933;600.89
200000;512;284.48;558.003;96.15%;285.239038;557.499
201000;512;279.49;393.06;40.63%;279.689547;392.602
202000;512;282.79;530.992;87.77%;278.734667;530.573
203000;512;284.32;388.925;36.79%;279.843654;388.503
204000;512;280.81;568.386;102.41%;286.764251;567.998
205000;512;284.01;389.202;37.04%;288.711232;388.825
206000;512;282.18;333.764;18.28%;282.39773;333.351
207000;512;286.86;560.076;95.24%;289.488173;559.64
208000;512;290.43;577.398;98.81%;288.038085;577.004
209000;512;291.82;405.712;39.03%;288.726799;405.284
210000;512;289.87;419.395;44.68%;295.306416;419
211000;512;293.65;407.451;38.75%;296.464342;407.053
212000;512;293.41;404.235;37.77%;295.145538;403.772
213000;512;295.19;583.892;97.80%;299.518148;583.381
214000;512;292.94;411.211;40.37%;297.788892;410.819
215000;512;301.88;428.261;41.86%;301.413226;427.871
216000;512;301.73;402.154;33.28%;300.396267;401.584
217000;512;300.7;610.435;103.00%;298.707965;610.042
218000;512;310.59;597.734;92.45%;308.415308;597.28
219000;512;303.01;367.364;21.24%;305.686721;366.986
220000;512;304.89;482.315;58.19%;309.371261;481.946
221000;512;304.72;593.486;94.76%;306.802865;593.116
222000;512;309.76;603.216;94.74%;310.163395;602.856
223000;512;307.05;431.349;40.48%;309.665899;430.964
224000;512;310.64;613.904;97.63%;309.426385;613.512
225000;512;318.88;449.336;40.91%;314.348927;448.896
226000;512;316.09;440.508;39.36%;317.073594;440.115
227000;512;314.99;585.391;85.84%;317.45608;585.002
228000;512;317.09;622.858;96.43%;318.679049;622.416
229000;512;315.24;622.045;97.32%;319.76676;621.612
230000;512;322.94;607.461;88.10%;324.374723;607.022
231000;512;320.13;614.514;91.96%;319.00138;614.124
232000;512;322.15;608.193;88.79%;325.226127;607.822
233000;512;325.25;439.973;35.27%;325.967692;439.132
234000;512;322.84;605.853;87.66%;326.87995;605.489
235000;512;326.22;631.436;93.56%;329.747403;630.628
236000;512;325.81;606.221;86.07%;325.455006;605.857
237000;512;328.41;452.696;37.84%;327.651374;452.268
238000;512;330.44;637.986;93.07%;334.138296;637.632
239000;512;341.95;461.263;34.89%;352.409499;460.888
240000;512;335.19;618.682;84.58%;346.51271;618.08
241000;512;341.11;406.608;19.20%;346.994407;406.152
242000;512;333.65;460.437;38.00%;344.641326;460.073
243000;512;342.37;479.589;40.08%;341.151188;479.098
244000;512;339.1;639.861;88.69%;338.64376;639.503
245000;512;338.79;460.98;36.07%;343.07092;460.562
246000;512;340.27;610.431;79.40%;343.687913;610.028
247000;512;343.58;673.735;96.09%;352.513989;673.37
248000;512;348.29;463.014;32.94%;348.370259;462.333
249000;512;347.8;431.728;24.13%;351.518567;431.349
250000;512;355.25;469.359;32.12%;349.834986;468.898
251000;512;347.93;624.221;79.41%;350.54645;623.849
252000;512;352.08;652.133;85.22%;352.29543;651.726
253000;512;355.44;664.274;86.89%;352.098628;663.909
254000;512;354.95;640.229;80.37%;358.53955;639.808
255000;512;353.34;663.305;87.72%;357.801427;662.952
256000;512;358.95;514.029;43.20%;360.274706;513.677
257000;512;360.86;696.946;93.13%;362.004573;696.548
258000;512;362.57;490.36;35.25%;358.870383;489.965
259000;512;359.21;678.475;88.88%;358.699325;678.113
260000;512;359.06;647.311;80.28%;361.690154;646.845
261000;512;360.99;651.098;80.36%;370.934204;650.687
262000;512;369.2;523.877;41.90%;367.203509;523.482
263000;512;364.8;529.157;45.05%;371.503178;528.773
264000;512;368.38;505.36;37.18%;370.202815;504.947
265000;512;366.99;463.972;26.43%;371.936565;463.586
266000;512;366.69;426.052;16.19%;373.950798;425.545
267000;512;373.37;660.112;76.80%;370.170997;659.748
268000;512;375.02;706.777;88.46%;371.800601;706.422
269000;512;372.68;687.55;84.49%;374.617125;687.187
270000;512;376.36;731.71;94.42%;376.889821;731.31
271000;512;376.52;518.699;37.76%;382.026202;518.294
272000;512;382.57;698.442;82.57%;384.762313;697.999
273000;512;376.92;660.527;75.24%;385.696233;660.16
274000;512;378.2;547.7;44.82%;389.035609;547.297
275000;512;379.3;603.132;59.01%;384.557169;602.766
276000;512;380.83;720.711;89.25%;382.403256;720.327
277000;512;385.81;685.92;77.79%;393.515091;685.474
278000;512;387.85;700.189;80.53%;391.012541;699.771
279000;512;384.56;700.586;82.18%;395.289822;700.235
280000;512;388.33;502.151;29.31%;394.744341;501.681
281000;512;388.99;750.327;92.89%;405.31502;749.833
282000;512;390.98;530.503;35.69%;391.300876;530.001
283000;512;390.47;626.913;60.55%;392.62085;626.436
284000;512;391.46;557.658;42.46%;398.065005;557.201
285000;512;395.88;491.944;24.27%;402.425187;491.551
286000;512;400.43;513.452;28.23%;400.375681;513.054
287000;512;402.19;727.29;80.83%;409.192179;726.931
288000;512;401.95;546.947;36.07%;399.11402;546.543
289000;512;397.58;542.81;36.53%;422.018965;542.408
290000;512;398.77;548.876;37.64%;403.449634;548.517
291000;512;404.06;733.023;81.41%;406.631815;732.61
292000;512;402.92;751.593;86.54%;407.610604;751.17
293000;512;408.64;757.514;85.37%;414.774667;757.099
294000;512;411.45;643.337;56.36%;413.416157;642.979
295000;512;411.76;783.431;90.26%;417.894483;782.934
296000;512;411.16;542.793;32.02%;415.792134;542.405
297000;512;411.64;757.991;84.14%;429.916334;757.615
298000;512;417.62;547.603;31.12%;429.124556;547.144
299000;512;421.85;802.456;90.22%;422.546034;802.011
300000;512;417.62;759.068;81.76%;419.072081;758.712
301000;512;419.06;731.715;74.61%;415.852483;731.307
302000;512;421.32;769.529;82.65%;417.967392;769.121
303000;512;424.65;582.978;37.28%;431.591642;582.59
304000;512;423.67;713.718;68.46%;424.1077;713.351
305000;512;421.08;783.136;85.98%;426.083321;782.703
306000;512;425.31;724.974;70.46%;424.259536;724.609
307000;512;426.83;494.283;15.80%;432.408791;493.9
308000;512;424.24;740.562;74.56%;425.588533;740.185
309000;512;426.6;766.597;79.70%;430.329721;766.215
310000;512;431.91;772.708;78.90%;434.000349;772.293
311000;512;435.37;838.071;92.50%;442.79089;837.69
312000;512;432.32;689.736;59.54%;432.553619;689.362
313000;512;432.82;763.401;76.38%;436.650866;762.987
314000;512;432.22;760.674;75.99%;440.331016;760.237
315000;512;433.98;558.957;28.80%;445.09458;558.595
316000;512;440.19;753.195;71.11%;440.11821;752.771
317000;512;438.51;769.685;75.52%;444.75039;769.299
318000;512;440.33;785.279;78.34%;440.220063;784.884
319000;512;439.98;829.712;88.58%;450.094531;829.231
320000;512;439.08;804.788;83.29%;448.883653;804.376
321000;512;443.84;721.334;62.52%;444.977531;720.945
322000;512;448.03;507.76;13.33%;453.628999;507.281
323000;512;447.8;566.641;26.54%;457.914889;566.261
324000;512;453.99;553.519;21.92%;450.485831;553.121
325000;512;447.52;501.816;12.13%;450.800431;501.374
326000;512;452.81;755.161;66.77%;451.709057;754.757
327000;512;451.36;818.692;81.38%;461.97745;818.321
328000;512;455.84;844.506;85.26%;466.88917;844.049
329000;512;453.22;863.128;90.44%;464.774554;862.747
330000;512;461.96;632.815;36.98%;479.418892;632.443
331000;512;456.02;819.836;79.78%;471.527429;819.016
332000;512;458.65;760.317;65.77%;480.152301;759.855
333000;512;467.22;934.232;99.96%;489.446544;933.667
334000;512;467.67;828.108;77.07%;483.334512;827.601
335000;512;467.92;616.28;31.71%;483.039284;615.757
336000;512;471.11;796.883;69.15%;482.841581;796.474
337000;512;474.62;809.809;70.62%;474.570078;809.449
338000;512;467.61;823.646;76.14%;482.351886;823.215
339000;512;474.63;798.415;68.22%;491.9741;798.053
340000;512;472.38;599.993;27.01%;493.586269;599.247
341000;512;477.84;670.091;40.23%;505.415527;669.56
342000;512;476.32;862.941;81.17%;489.567241;862.544
343000;512;481.15;843.187;75.24%;491.863778;842.731
344000;512;479.85;792.085;65.07%;495.549971;791.698
345000;512;482.53;624.85;29.49%;492.757901;624.487
346000;512;485.35;836.446;72.34%;494.266628;836.082
347000;512;489.22;928.568;89.81%;497.414494;928.026
348000;512;490.89;746.929;52.16%;492.9434;746.558
349000;512;491.07;873.976;77.97%;503.309148;873.584
350000;512;488.91;810.863;65.85%;502.545258;810.482
351000;512;491.1;633.455;28.99%;506.669888;633.077
352000;512;495.16;818.528;65.31%;502.025522;818.115
353000;512;489.97;848.281;73.13%;509.662244;847.488
354000;512;498.64;783.519;57.13%;500.762137;783.095
355000;512;490.77;824.438;67.99%;509.207682;824.05
356000;512;495.77;995.226;100.74%;510.099583;994.799
357000;512;504.31;653.852;29.65%;514.613814;653.491
358000;512;500.75;635.387;26.89%;524.432087;635.018
359000;512;498.81;632.986;26.90%;523.322397;632.592
360000;512;504.28;862.85;71.11%;523.073245;862.388
361000;512;509;815.682;60.25%;518.677305;815.262
362000;512;505.03;886.857;75.60%;520.832204;886.403
363000;512;507.08;624.64;23.18%;516.534257;624.088
364000;512;504.55;574.937;13.95%;523.831668;574.447
365000;512;515.12;612.103;18.83%;518.741248;611.614
366000;512;508.69;896.997;76.33%;518.317981;896.639
367000;512;515.92;876.657;69.92%;523.244206;876.291
368000;512;518.38;788.939;52.19%;522.520568;788.566
369000;512;520.74;653.68;25.53%;528.00418;653.307
370000;512;520.11;587.583;12.97%;527.726541;587.185
371000;512;523.53;910.262;73.87%;530.414176;909.864
372000;512;517.94;796.656;53.81%;544.456999;796.257
373000;512;519.74;657.519;26.51%;534.715406;657.123
374000;512;526.24;669.368;27.20%;545.935178;668.97
375000;512;526.55;900.168;70.96%;543.208222;899.61
376000;512;530.61;915.703;72.58%;529.763864;915.233
377000;512;527.55;826.44;56.66%;531.401372;825.97
378000;512;536.44;602.399;12.30%;541.96102;601.994
379000;512;532.62;873.937;64.08%;538.937639;873.491
380000;1024;544.37;1120.15;105.77%;555.046556;1119.66
381000;1024;530.39;766.185;44.46%;545.58729;765.738
382000;1024;536.08;1119.6;108.85%;552.803625;1119
383000;1024;539.16;1142.61;111.92%;546.011624;1142.14
384000;1024;534.17;1101.32;106.17%;546.122131;1100.76
385000;1024;535.05;744.826;39.21%;551.011508;744.275
386000;1024;545.24;880.607;61.51%;555.260336;880.066
387000;1024;539.05;745.672;38.33%;550.11841;745.163
388000;1024;538.78;768.293;42.60%;557.753543;767.804
389000;1024;540.03;1118.12;107.05%;555.101514;1117.56
390000;1024;546.93;1084.09;98.21%;553.67459;1083.64
391000;1024;548.55;1135.92;107.08%;559.155778;1135.44
392000;1024;544.29;769.966;41.46%;566.856804;769.486
393000;1024;552.87;752.646;36.13%;561.988745;752.039
394000;1024;554.43;1134.68;104.66%;565.595009;1134.06
395000;1024;554.47;804.671;45.12%;569.405351;804.228
396000;1024;554.56;1099.14;98.20%;572.277524;1098.59
397000;1024;557.15;1148.38;106.12%;564.755148;1147.89
398000;1024;559.57;1138.92;103.53%;570.665784;1138.41
399000;1024;560.99;1113.65;98.52%;577.633591;1113.16
400000;1024;561.77;1142.53;103.38%;580.3573;1141.96
401000;1024;564.2;1129.94;100.27%;577.601703;1129.48
402000;1024;565.19;1171.42;107.26%;583.932874;1170.93
403000;1024;569.24;802.535;40.98%;574.215397;802.047
404000;1024;562.17;801.947;42.65%;583.622451;801.36
405000;1024;570.01;802;40.70%;581.303559;801.45
406000;1024;570.68;802.645;40.65%;582.316765;802.108
407000;1024;569.52;1149.95;101.92%;580.903352;1149.46
408000;1024;573.81;1146.95;99.88%;581.336126;1146.44
409000;1024;571.07;1166.63;104.29%;587.831612;1166.07
410000;1024;574.09;1140.01;98.58%;592.665722;1139.54
411000;1024;577.99;1167.73;102.03%;584.156629;1167.29
412000;1024;575.19;825.83;43.58%;591.181818;825.346
413000;1024;582.68;808.99;38.84%;599.465758;808.398
414000;1024;586.26;820.051;39.88%;587.376363;819.591
415000;1024;579;1149.11;98.46%;602.977151;1148.64
416000;1024;586.25;831.303;41.80%;603.649134;830.77
417000;1024;590.4;812.815;37.67%;590.873755;812.204
418000;1024;583.99;811.552;38.97%;590.975319;810.976
419000;1024;590.45;803.698;36.12%;599.018613;803.198
420000;1024;592.91;1176.01;98.35%;606.230184;1175.5
421000;1024;591.23;1135.14;92.00%;604.048943;1134.62
422000;1024;588.4;816.773;38.81%;600.444552;816.31
423000;1024;601.09;832.852;38.56%;605.13337;832.334
424000;1024;597.71;1283.05;114.66%;601.048472;1282.52
425000;1024;599.28;828.816;38.30%;605.362792;828.317
426000;1024;600.47;1192.16;98.54%;612.357402;1191.67
427000;1024;600.18;1201.41;100.17%;615.258852;1200.85
428000;1024;607.85;1193.95;96.42%;616.961803;1193.49
429000;1024;600.89;1173.84;95.35%;614.509568;1173.3
430000;1024;600.04;849.547;41.58%;613.381682;848.726
431000;1024;607.36;1238.34;103.89%;631.063223;1237.81
432000;1024;606.98;1156.65;90.56%;615.337731;1156.18
433000;1024;611.03;824.5;34.94%;625.525157;823.587
434000;1024;611.95;851.066;39.07%;615.95871;850.546
435000;1024;607.71;728.29;19.84%;624.697221;727.77
436000;1024;607.65;991.44;63.16%;619.873259;990.875
437000;1024;609.4;1199.68;96.86%;624.594916;1199.22
438000;1024;617.91;1183.15;91.48%;629.446779;1182.69
439000;1024;616.94;1205.66;95.43%;639.407927;1205.11
440000;1024;623.25;1194.15;91.60%;633.773189;1193.6
441000;1024;613.73;1217.15;98.32%;635.658439;1216.63
442000;1024;616.41;1208.24;96.01%;621.151227;1207.68
443000;1024;621.62;826.518;32.96%;636.891528;825.949
444000;1024;618.35;862.513;39.49%;639.023847;861.956
445000;1024;619.84;1252.63;102.09%;651.139256;1252.02
446000;1024;631.93;1199.45;89.81%;631.560485;1198.93
447000;1024;626.03;1216.88;94.38%;632.245804;1216.28
448000;1024;629.82;1226;94.66%;634.628755;1225.51
449000;1024;632.65;870.695;37.63%;636.179048;870.126
450000;1024;633.79;862.669;36.11%;648.742567;862.202
451000;1024;637.99;1195.29;87.35%;642.078348;1194.84
452000;1024;637.28;874.024;37.15%;658.819306;873.576
453000;1024;630.62;1247.71;97.85%;646.306629;1247.18
454000;1024;637.8;870.444;36.48%;659.138472;869.872
455000;1024;639.81;1250.04;95.38%;650.066848;1249.59
456000;1024;638.85;1186.38;85.71%;650.875918;1185.79
457000;1024;654.63;1209.39;84.74%;655.790357;1208.93
458000;1024;646.12;1220.53;88.90%;660.043311;1220.08
459000;1024;638.76;886.579;38.80%;659.609179;886.042
460000;1024;651.59;1186.57;82.10%;654.215046;1185.91
461000;1024;646.87;1330.31;105.65%;654.843438;1329.83
462000;1024;647.93;1257.1;94.02%;659.620424;1256.54
463000;1024;645.44;1211.48;87.70%;655.709102;1210.93
464000;1024;653.72;1226.39;87.60%;665.326063;1225.86
465000;1024;654.66;888.336;35.69%;662.841203;887.857
466000;1024;650.56;1213.85;86.59%;669.446484;1213.33
467000;1024;655.67;1246.63;90.13%;662.885962;1246.16
468000;1024;651.61;932.15;43.05%;674.006449;931.57
469000;1024;650.89;898.95;38.11%;668.334463;898.472
470000;1024;660.32;911.841;38.09%;672.743617;911.303
471000;1024;660.91;1246.93;88.67%;672.266787;1246.47
472000;1024;665.03;1214.77;82.66%;676.349643;1214.31
473000;1024;660.41;1252.77;89.70%;683.073749;1252.27
474000;1024;661.6;1273.29;92.46%;682.12006;1272.72
475000;1024;664.83;902.242;35.71%;663.768234;901.794
476000;1024;673.02;949.232;41.04%;682.475113;948.696
477000;1024;672.96;1224.44;81.95%;684.067876;1223.89
478000;1024;668.56;1235.19;84.75%;678.764589;1234.74
479000;1024;669.52;1239.68;85.16%;684.813887;1239.15
480000;1024;676.77;783.919;15.83%;684.139674;783.387
481000;1024;680.11;909.921;33.79%;698.579759;909.349
482000;1024;676.51;948.722;40.24%;703.614939;948.243
483000;1024;678.23;1327.74;95.77%;703.445088;1327.28
484000;1024;683.85;957.838;40.07%;696.813347;957.352
485000;1024;680.49;1259.74;85.12%;693.882727;1259.23
486000;1024;687.01;1290.57;87.85%;703.324177;1290.01
487000;1024;687.04;1283.87;86.87%;702.25801;1283.37
488000;1024;681.86;1118.07;63.97%;690.086985;1117.58
489000;1024;686.4;1265.66;84.39%;701.559059;1265.1
490000;1024;688.83;1270.84;84.49%;701.469029;1270.33
491000;1024;688.61;1332.77;93.54%;693.595174;1332.29
492000;1024;690.15;951.74;37.90%;712.728008;951.213
493000;1024;687.04;802.877;16.86%;698.362975;802.412
494000;1024;690.35;975.202;41.26%;712.27945;974.658
495000;1024;695.02;1330.49;91.43%;705.780075;1329.84
496000;1024;697.8;1300.57;86.38%;704.013038;1300
497000;1024;696.59;1297.55;86.27%;713.044331;1297.08
498000;1024;700.76;976.261;39.31%;713.808426;975.801
499000;1024;695.31;795.476;14.41%;708.559579;794.867
500000;1024;695.75;1335.37;91.93%;718.016603;1334.87
501000;1024;701.43;1274.57;81.71%;711.866455;1274.06
502000;1024;705.62;986.223;39.77%;729.975555;985.75
503000;1024;702.21;1306.81;86.10%;716.971587;1306.29
